title, statement, issue, date, link
Proclamation on World Autism Awareness Day  2020, Proclamations, None,                 Apr 1  2020, https://www.whitehouse.gov/presidential-actions/proclamation-world-autism-awareness-day-2020/
President Donald J Trump Approves Commonwealth of the Northern Mariana Islands Disaster Declaration, Statements & Releases, None,                 Apr 1  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-commonwealth-northern-mariana-islands-disaster-declaration-3/
President Donald J Trump Approves Hawaii Disaster Declaration, Statements & Releases, None,                 Apr 1  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-hawaii-disaster-declaration-4/
A Million American Lives Are Worth Fighting For, Healthcare, None,                 Apr 1  2020, https://www.whitehouse.gov/articles/million-american-lives-worth-fighting/
President Donald J Trump Approves North Dakota Disaster Declaration, Statements & Releases, None,                 Apr 1  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-north-dakota-disaster-declaration-3/
Remarks by President Trump  Vice President Pence  and Members of the Coronavirus Task Force in Press Briefing, Press Briefings, None,                 Apr 1  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-coronavirus-task-force-press-briefing-15/
Text of a Notice on the Continuation of the National Emergency with Respect to South Sudan, Statements & Releases, None,                 Apr 1  2020, https://www.whitehouse.gov/briefings-statements/text-notice-continuation-national-emergency-respect-south-sudan/
Text of a Letter from the President to the Speaker of the House of Representatives and the President of the Senate, Statements & Releases, None,                 Apr 1  2020, https://www.whitehouse.gov/briefings-statements/text-letter-president-speaker-house-representatives-president-senate-68/
Presidential Message on National Financial Capability Month  2020, Statements & Releases, None,                 Apr 1  2020, https://www.whitehouse.gov/briefings-statements/presidential-message-national-financial-capability-month-2020/
Proclamation on National Sexual Assault Awareness and Prevention Month  2020, Proclamations, None,                 Mar 31  2020, https://www.whitehouse.gov/presidential-actions/proclamation-national-sexual-assault-awareness-prevention-month-2020/
Proclamation on National Child Abuse Prevention Month  2020, Proclamations, None,                 Mar 31  2020, https://www.whitehouse.gov/presidential-actions/proclamation-national-child-abuse-prevention-month-2020/
President Donald J Trump Approves Montana Disaster Declaration, Statements & Releases, None,                 Mar 31  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-montana-disaster-declaration-4/
Proclamation on Cancer Control Month  2020, Proclamations, None,                 Mar 31  2020, https://www.whitehouse.gov/presidential-actions/proclamation-cancer-control-month-2020/
Proclamation on National Donate Life Month  2020, Proclamations, None,                 Mar 31  2020, https://www.whitehouse.gov/presidential-actions/proclamation-national-donate-life-month-2020/
Proclamation on Second Chance Month  2020, Proclamations, None,                 Mar 31  2020, https://www.whitehouse.gov/presidential-actions/proclamation-second-chance-month-2020/
Statement from the Press Secretary, Statements & Releases, None,                 Mar 31  2020, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-124/
President Donald J Trump Approves Ohio Disaster Declaration, Statements & Releases, None,                 Mar 31  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-ohio-disaster-declaration-3/
Memorandum on Delegation of Certain Functions and Authorities under the National Defense Authorization Act for Fiscal Year 2020, Presidential Memoranda, None,                 Mar 31  2020, https://www.whitehouse.gov/presidential-actions/memorandum-delegation-certain-functions-authorities-national-defense-authorization-act-fiscal-year-2020-2/
President Donald J Trump Approves Pennsylvania Disaster Declaration, Statements & Releases, None,                 Mar 30  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-pennsylvania-disaster-declaration-2/
Memorandum on Extending the Wind-Down Period for Deferred Enforced Departure for Liberians, Presidential Memoranda, None,                 Mar 30  2020, https://www.whitehouse.gov/presidential-actions/memorandum-extending-wind-period-deferred-enforced-departure-liberians/
President Donald J Trump Approves Rhode Island Disaster Declaration, Statements & Releases, None,                 Mar 30  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-rhode-island-disaster-declaration/
Remarks by President Trump and Members of the Coronavirus Task Force in a Press Briefing, Remarks, None,                 Mar 30  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-members-coronavirus-task-force-press-briefing/
President Donald J Trump Announces Judicial Nominees, Nominations & Appointments, None,                 Mar 30  2020, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-judicial-nominees-10/
Text of a Notice on the Continuation of the National Emergency with Respect to Significant Malicious Cyber-Enabled Activities, Statements & Releases, None,                 Mar 30  2020, https://www.whitehouse.gov/briefings-statements/text-notice-continuation-national-emergency-respect-significant-malicious-cyber-enabled-activities/
Text of a Letter from the President to the Speaker of the House of Representatives and the President of the Senate, Statements & Releases, None,                 Mar 30  2020, https://www.whitehouse.gov/briefings-statements/text-letter-president-speaker-house-representatives-president-senate-67/
Memorandum on Providing Federal Support for Governors’ Use of the National Guard to Respond to COVID-19, Presidential Memoranda, None,                 Mar 30  2020, https://www.whitehouse.gov/presidential-actions/memorandum-providing-federal-support-governors-use-national-guard-respond-covid-19-3/
Proclamation on National Doctors Day  2020, Proclamations, None,                 Mar 30  2020, https://www.whitehouse.gov/presidential-actions/proclamation-national-doctors-day-2020/
Remarks by President Trump  Vice President Pence  and Members of the Coronavirus Task Force in Press Briefing, Remarks, None,                 Mar 30  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-coronavirus-task-force-press-briefing-14/
President Donald J Trump Approves Kansas Disaster Declaration, Statements & Releases, None,                 Mar 30  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-kansas-disaster-declaration-6/
President Donald J Trump Approves Alabama Disaster Declaration, Statements & Releases, None,                 Mar 30  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-alabama-disaster-declaration-6/
Remarks by President Trump in a Meeting with Supply Chain Distributors on COVID-19, Remarks, None,                 Mar 29  2020, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-meeting-supply-chain-distributors-covid-19/
Text of a Letter from the Vice President to Hospital Administrators, Statements & Releases, None,                 Mar 29  2020, https://www.whitehouse.gov/briefings-statements/text-letter-vice-president-hospital-administrators/
President Donald J Trump Approves District of Columbia Disaster Declaration, Statements & Releases, None,                 Mar 29  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-district-columbia-disaster-declaration/
President Donald J Trump Approves Georgia Disaster Declaration, Statements & Releases, None,                 Mar 29  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-georgia-disaster-declaration-3/
President Donald J Trump Approves Oregon Disaster Declaration, Statements & Releases, None,                 Mar 29  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-oregon-disaster-declaration-4/
President Donald J Trump Approves Connecticut Disaster Declaration, Statements & Releases, None,                 Mar 29  2020, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-connecticut-disaster-declaration-3/
Memorandum on Providing Federal Support for Governors’ Use of the National Guard to Respond to COVID-19, Presidential Memoranda, None,                 Mar 28  2020, https://www.whitehouse.gov/presidential-actions/memorandum-providing-federal-support-governors-use-national-guard-respond-covid-19-2/
